application;project;bug id;count;compile;execution;sum;fileGenerated;container
Flacoco;Codec;18;1;16661;56835;73496;true;lab_codec18flacoco_20230131003024
Flacoco;Codec;18;2;16200;52723;68923;true;lab_codec18flacoco_20230131003024
Flacoco;Codec;18;3;17206;53912;71118;true;lab_codec18flacoco_20230131003024
Flacoco;Codec;18;4;15760;53660;69420;true;lab_codec18flacoco_20230131003024
Flacoco;Codec;18;5;16900;52522;69422;true;lab_codec18flacoco_20230131003024
Flacoco;Codec;18;6;15731;52271;68002;true;lab_codec18flacoco_20230131003024
Flacoco;Codec;18;7;15408;50840;66248;true;lab_codec18flacoco_20230131003024
Flacoco;Codec;18;8;15349;53410;68759;true;lab_codec18flacoco_20230131003024
Flacoco;Codec;18;9;15453;52200;67653;true;lab_codec18flacoco_20230131003024
Flacoco;Codec;18;10;16417;51422;67839;true;lab_codec18flacoco_20230131003024
GZoltarCLI;Codec;18;1;16879;57769;74648;true;lab_codec18gzoltarcli_20230131012450
GZoltarCLI;Codec;18;2;15989;59980;75969;true;lab_codec18gzoltarcli_20230131012450
GZoltarCLI;Codec;18;3;15891;54813;70704;true;lab_codec18gzoltarcli_20230131012450
GZoltarCLI;Codec;18;4;16299;55735;72034;true;lab_codec18gzoltarcli_20230131012450
GZoltarCLI;Codec;18;5;16750;55879;72629;true;lab_codec18gzoltarcli_20230131012450
GZoltarCLI;Codec;18;6;16540;55622;72162;true;lab_codec18gzoltarcli_20230131012450
GZoltarCLI;Codec;18;7;17514;55471;72985;true;lab_codec18gzoltarcli_20230131012450
GZoltarCLI;Codec;18;8;15890;54178;70068;true;lab_codec18gzoltarcli_20230131012450
GZoltarCLI;Codec;18;9;17201;52789;69990;true;lab_codec18gzoltarcli_20230131012450
GZoltarCLI;Codec;18;10;15163;56702;71865;true;lab_codec18gzoltarcli_20230131012450
GZoltarMaven;Codec;18;1;42458;6295;48753;false;lab_codec18gzoltarmaven_20230131031104
GZoltarMaven;Codec;18;2;45112;4557;49669;false;lab_codec18gzoltarmaven_20230131031104
GZoltarMaven;Codec;18;3;43447;4448;47895;false;lab_codec18gzoltarmaven_20230131031104
GZoltarMaven;Codec;18;4;41251;4554;45805;false;lab_codec18gzoltarmaven_20230131031104
GZoltarMaven;Codec;18;5;40474;4400;44874;false;lab_codec18gzoltarmaven_20230131031104
GZoltarMaven;Codec;18;6;43546;4531;48077;false;lab_codec18gzoltarmaven_20230131031104
GZoltarMaven;Codec;18;7;41391;4416;45807;false;lab_codec18gzoltarmaven_20230131031104
GZoltarMaven;Codec;18;8;42346;4690;47036;false;lab_codec18gzoltarmaven_20230131031104
GZoltarMaven;Codec;18;9;42130;4579;46709;false;lab_codec18gzoltarmaven_20230131031104
GZoltarMaven;Codec;18;10;41495;4513;46008;false;lab_codec18gzoltarmaven_20230131031104
Jaguar2;Codec;18;1;44555;44555;44555;true;lab_codec18jaguar2_20230131021448
Jaguar2;Codec;18;2;42190;42190;42190;true;lab_codec18jaguar2_20230131021448
Jaguar2;Codec;18;3;41039;41039;41039;true;lab_codec18jaguar2_20230131021448
Jaguar2;Codec;18;4;42039;42039;42039;true;lab_codec18jaguar2_20230131021448
Jaguar2;Codec;18;5;38992;38992;38992;true;lab_codec18jaguar2_20230131021448
Jaguar2;Codec;18;6;40895;40895;40895;true;lab_codec18jaguar2_20230131021448
Jaguar2;Codec;18;7;41462;41462;41462;true;lab_codec18jaguar2_20230131021448
Jaguar2;Codec;18;8;37391;37391;37391;true;lab_codec18jaguar2_20230131021448
Jaguar2;Codec;18;9;40636;40636;40636;true;lab_codec18jaguar2_20230131021448
Jaguar2;Codec;18;10;41663;41663;41663;true;lab_codec18jaguar2_20230131021448
Jaguar;Codec;18;1;14530;68299;82829;true;lab_codec18jaguar_20230130234639
Jaguar;Codec;18;2;14531;64277;78808;true;lab_codec18jaguar_20230130234639
Jaguar;Codec;18;3;15081;65315;80396;true;lab_codec18jaguar_20230130234639
Jaguar;Codec;18;4;16379;69113;85492;true;lab_codec18jaguar_20230130234639
Jaguar;Codec;18;5;15906;64562;80468;true;lab_codec18jaguar_20230130234639
Jaguar;Codec;18;6;14251;65113;79364;true;lab_codec18jaguar_20230130234639
Jaguar;Codec;18;7;14958;66050;81008;true;lab_codec18jaguar_20230130234639
Jaguar;Codec;18;8;14850;64365;79215;true;lab_codec18jaguar_20230130234639
Jaguar;Codec;18;9;15524;67555;83079;true;lab_codec18jaguar_20230130234639
Jaguar;Codec;18;10;13871;68280;82151;true;lab_codec18jaguar_20230130234639
Verify;Codec;18;1;54644;0;54644;true;lab_codec18verify_20230203234449
Verify;Codec;18;2;40284;0;40284;true;lab_codec18verify_20230203234449
Verify;Codec;18;3;53613;0;53613;true;lab_codec18verify_20230203234449
Verify;Codec;18;4;37612;0;37612;true;lab_codec18verify_20230203234449
Verify;Codec;18;5;49308;0;49308;true;lab_codec18verify_20230203234449
Verify;Codec;18;6;43360;0;43360;true;lab_codec18verify_20230203234449
Verify;Codec;18;7;49827;0;49827;true;lab_codec18verify_20230203234449
Verify;Codec;18;8;37499;0;37499;true;lab_codec18verify_20230203234449
Verify;Codec;18;9;46278;0;46278;true;lab_codec18verify_20230203234449
Verify;Codec;18;10;40443;0;40443;true;lab_codec18verify_20230203234449
Verify;Codec;18;1;59365;0;59365;true;lab_codec18verify_20230209215152
Verify;Codec;18;2;40156;0;40156;true;lab_codec18verify_20230209215152
Verify;Codec;18;3;79344;0;79344;true;lab_codec18verify_20230209215152
Verify;Codec;18;4;34608;0;34608;true;lab_codec18verify_20230209215152
Verify;Codec;18;5;52926;0;52926;true;lab_codec18verify_20230209215152
Verify;Codec;18;6;33854;0;33854;true;lab_codec18verify_20230209215152
Verify;Codec;18;7;91622;0;91622;true;lab_codec18verify_20230209215152
Verify;Codec;18;8;34635;0;34635;true;lab_codec18verify_20230209215152
Verify;Codec;18;9;44355;0;44355;true;lab_codec18verify_20230209215152
Verify;Codec;18;10;37513;0;37513;true;lab_codec18verify_20230209215152
Flacoco;Collections;25;1;26978;1002687;1029665;false;lab_collecti25flacoco_20230131003407
Flacoco;Collections;25;2;25282;1001718;1027000;false;lab_collecti25flacoco_20230131003407
Flacoco;Collections;25;3;26033;1001611;1027644;false;lab_collecti25flacoco_20230131003407
Flacoco;Collections;25;4;26093;1001674;1027767;false;lab_collecti25flacoco_20230131003407
Flacoco;Collections;25;5;22166;1001983;1024149;false;lab_collecti25flacoco_20230131003407
Flacoco;Collections;25;6;20309;1002007;1022316;false;lab_collecti25flacoco_20230131003407
Flacoco;Collections;25;7;23640;1001920;1025560;false;lab_collecti25flacoco_20230131003407
Flacoco;Collections;25;8;23195;1001823;1025018;false;lab_collecti25flacoco_20230131003407
Flacoco;Collections;25;9;22881;1001926;1024807;false;lab_collecti25flacoco_20230131003407
Flacoco;Collections;25;10;22028;1001799;1023827;false;lab_collecti25flacoco_20230131003407
GZoltarCLI;Collections;25;1;21224;513523;534747;true;lab_collecti25gzoltarcli_20230131012602
GZoltarCLI;Collections;25;2;21315;514355;535670;true;lab_collecti25gzoltarcli_20230131012602
GZoltarCLI;Collections;25;3;21366;490742;512108;true;lab_collecti25gzoltarcli_20230131012602
GZoltarCLI;Collections;25;4;21779;507969;529748;true;lab_collecti25gzoltarcli_20230131012602
GZoltarCLI;Collections;25;5;22895;511540;534435;true;lab_collecti25gzoltarcli_20230131012602
GZoltarCLI;Collections;25;6;22271;488720;510991;true;lab_collecti25gzoltarcli_20230131012602
GZoltarCLI;Collections;25;7;20801;483376;504177;true;lab_collecti25gzoltarcli_20230131012602
GZoltarCLI;Collections;25;8;24445;481431;505876;true;lab_collecti25gzoltarcli_20230131012602
GZoltarCLI;Collections;25;9;22271;514955;537226;true;lab_collecti25gzoltarcli_20230131012602
GZoltarCLI;Collections;25;10;20848;504439;525287;true;lab_collecti25gzoltarcli_20230131012602
GZoltarMaven;Collections;25;1;178779;6659;185438;false;lab_collecti25gzoltarmaven_20230131031449
GZoltarMaven;Collections;25;2;195734;5671;201405;false;lab_collecti25gzoltarmaven_20230131031449
GZoltarMaven;Collections;25;3;176115;4874;180989;false;lab_collecti25gzoltarmaven_20230131031449
GZoltarMaven;Collections;25;4;176072;5246;181318;false;lab_collecti25gzoltarmaven_20230131031449
GZoltarMaven;Collections;25;5;171560;4157;175717;false;lab_collecti25gzoltarmaven_20230131031449
GZoltarMaven;Collections;25;6;180299;5425;185724;false;lab_collecti25gzoltarmaven_20230131031449
GZoltarMaven;Collections;25;7;174345;4224;178569;false;lab_collecti25gzoltarmaven_20230131031449
GZoltarMaven;Collections;25;8;177381;5230;182611;false;lab_collecti25gzoltarmaven_20230131031449
GZoltarMaven;Collections;25;9;176642;4932;181574;false;lab_collecti25gzoltarmaven_20230131031449
GZoltarMaven;Collections;25;10;173071;4732;177803;false;lab_collecti25gzoltarmaven_20230131031449
Jaguar2;Collections;25;1;169803;169803;169803;true;lab_collecti25jaguar2_20230131021841
Jaguar2;Collections;25;2;178457;178457;178457;true;lab_collecti25jaguar2_20230131021841
Jaguar2;Collections;25;3;126484;126484;126484;true;lab_collecti25jaguar2_20230131021841
Jaguar2;Collections;25;4;119317;119317;119317;true;lab_collecti25jaguar2_20230131021841
Jaguar2;Collections;25;5;134303;134303;134303;true;lab_collecti25jaguar2_20230131021841
Jaguar2;Collections;25;6;140217;140217;140217;true;lab_collecti25jaguar2_20230131021841
Jaguar2;Collections;25;7;136129;136129;136129;true;lab_collecti25jaguar2_20230131021841
Jaguar2;Collections;25;8;125648;125648;125648;true;lab_collecti25jaguar2_20230131021841
Jaguar2;Collections;25;9;124162;124162;124162;true;lab_collecti25jaguar2_20230131021841
Jaguar2;Collections;25;10;143148;143148;143148;true;lab_collecti25jaguar2_20230131021841
Jaguar;Collections;25;1;23015;503157;526172;true;lab_collecti25jaguar_20230130235023
Jaguar;Collections;25;2;22679;503281;525960;true;lab_collecti25jaguar_20230130235023
Jaguar;Collections;25;3;22307;503085;525392;true;lab_collecti25jaguar_20230130235023
Jaguar;Collections;25;4;21065;503355;524420;true;lab_collecti25jaguar_20230130235023
Jaguar;Collections;25;5;21228;505419;526647;true;lab_collecti25jaguar_20230130235023
Jaguar;Collections;25;6;22340;505733;528073;true;lab_collecti25jaguar_20230130235023
Jaguar;Collections;25;7;21699;502608;524307;true;lab_collecti25jaguar_20230130235023
Jaguar;Collections;25;8;21766;505947;527713;true;lab_collecti25jaguar_20230130235023
Jaguar;Collections;25;9;21739;502926;524665;true;lab_collecti25jaguar_20230130235023
Jaguar;Collections;25;10;20734;506531;527265;true;lab_collecti25jaguar_20230130235023
Verify;Collections;25;1;100111;0;100111;true;lab_collecti25verify_20230203234836
Verify;Collections;25;2;91816;0;91816;true;lab_collecti25verify_20230203234836
Verify;Collections;25;3;74579;0;74579;true;lab_collecti25verify_20230203234836
Verify;Collections;25;4;75936;0;75936;true;lab_collecti25verify_20230203234836
Verify;Collections;25;5;69479;0;69479;true;lab_collecti25verify_20230203234836
Verify;Collections;25;6;77521;0;77521;true;lab_collecti25verify_20230203234836
Verify;Collections;25;7;72134;0;72134;true;lab_collecti25verify_20230203234836
Verify;Collections;25;8;86865;0;86865;true;lab_collecti25verify_20230203234836
Verify;Collections;25;9;77378;0;77378;true;lab_collecti25verify_20230203234836
Verify;Collections;25;10;74535;0;74535;true;lab_collecti25verify_20230203234836
Verify;Collections;25;1;72431;0;72431;true;lab_collecti25verify_20230209215541
Verify;Collections;25;2;66741;0;66741;true;lab_collecti25verify_20230209215541
Verify;Collections;25;3;64675;0;64675;true;lab_collecti25verify_20230209215541
Verify;Collections;25;4;62424;0;62424;true;lab_collecti25verify_20230209215541
Verify;Collections;25;5;58776;0;58776;true;lab_collecti25verify_20230209215541
Verify;Collections;25;6;54290;0;54290;true;lab_collecti25verify_20230209215541
Verify;Collections;25;7;52766;0;52766;true;lab_collecti25verify_20230209215541
Verify;Collections;25;8;73174;0;73174;true;lab_collecti25verify_20230209215541
Verify;Collections;25;9;78263;0;78263;true;lab_collecti25verify_20230209215541
Verify;Collections;25;10;64553;0;64553;true;lab_collecti25verify_20230209215541
Flacoco;Compress;47;1;19948;779838;799786;true;lab_compress47flacoco_20230131004052
Flacoco;Compress;47;2;22807;771296;794103;true;lab_compress47flacoco_20230131004052
Flacoco;Compress;47;3;20001;764219;784220;true;lab_compress47flacoco_20230131004052
Flacoco;Compress;47;4;19462;765640;785102;true;lab_compress47flacoco_20230131004052
Flacoco;Compress;47;5;20246;771277;791523;true;lab_compress47flacoco_20230131004052
Flacoco;Compress;47;6;19413;778201;797614;true;lab_compress47flacoco_20230131004052
Flacoco;Compress;47;7;19836;773311;793147;true;lab_compress47flacoco_20230131004052
Flacoco;Compress;47;8;19074;769512;788586;true;lab_compress47flacoco_20230131004052
Flacoco;Compress;47;9;21985;767277;789262;true;lab_compress47flacoco_20230131004052
Flacoco;Compress;47;10;19316;795293;814609;true;lab_compress47flacoco_20230131004052
GZoltarCLI;Compress;47;1;22379;764196;786575;true;lab_compress47gzoltarcli_20230131013044
GZoltarCLI;Compress;47;2;23370;780159;803529;true;lab_compress47gzoltarcli_20230131013044
GZoltarCLI;Compress;47;3;21196;822651;843847;true;lab_compress47gzoltarcli_20230131013044
GZoltarCLI;Compress;47;4;21235;838243;859478;true;lab_compress47gzoltarcli_20230131013044
GZoltarCLI;Compress;47;5;22681;824316;846997;true;lab_compress47gzoltarcli_20230131013044
GZoltarCLI;Compress;47;6;22109;822982;845091;true;lab_compress47gzoltarcli_20230131013044
GZoltarCLI;Compress;47;7;24514;803788;828302;true;lab_compress47gzoltarcli_20230131013044
GZoltarCLI;Compress;47;8;20519;783076;803595;true;lab_compress47gzoltarcli_20230131013044
GZoltarCLI;Compress;47;9;23220;827544;850764;true;lab_compress47gzoltarcli_20230131013044
GZoltarCLI;Compress;47;10;21853;784392;806245;true;lab_compress47gzoltarcli_20230131013044
GZoltarMaven;Compress;47;1;70777;6208;76985;false;lab_compress47gzoltarmaven_20230131031904
GZoltarMaven;Compress;47;2;70365;4728;75093;false;lab_compress47gzoltarmaven_20230131031904
GZoltarMaven;Compress;47;3;67597;4864;72461;false;lab_compress47gzoltarmaven_20230131031904
GZoltarMaven;Compress;47;4;68657;5104;73761;false;lab_compress47gzoltarmaven_20230131031904
GZoltarMaven;Compress;47;5;70294;4520;74814;false;lab_compress47gzoltarmaven_20230131031904
GZoltarMaven;Compress;47;6;69371;4964;74335;false;lab_compress47gzoltarmaven_20230131031904
GZoltarMaven;Compress;47;7;67201;4838;72039;false;lab_compress47gzoltarmaven_20230131031904
GZoltarMaven;Compress;47;8;72413;4404;76817;false;lab_compress47gzoltarmaven_20230131031904
GZoltarMaven;Compress;47;9;70544;4257;74801;false;lab_compress47gzoltarmaven_20230131031904
GZoltarMaven;Compress;47;10;67421;4545;71966;false;lab_compress47gzoltarmaven_20230131031904
Jaguar2;Compress;47;1;52924;52924;52924;true;lab_compress47jaguar2_20230131022736
Jaguar2;Compress;47;2;53814;53814;53814;true;lab_compress47jaguar2_20230131022736
Jaguar2;Compress;47;3;58410;58410;58410;true;lab_compress47jaguar2_20230131022736
Jaguar2;Compress;47;4;56887;56887;56887;true;lab_compress47jaguar2_20230131022736
Jaguar2;Compress;47;5;56979;56979;56979;true;lab_compress47jaguar2_20230131022736
Jaguar2;Compress;47;6;53045;53045;53045;true;lab_compress47jaguar2_20230131022736
Jaguar2;Compress;47;7;57056;57056;57056;true;lab_compress47jaguar2_20230131022736
Jaguar2;Compress;47;8;60158;60158;60158;true;lab_compress47jaguar2_20230131022736
Jaguar2;Compress;47;9;54333;54333;54333;true;lab_compress47jaguar2_20230131022736
Jaguar2;Compress;47;10;54378;54378;54378;true;lab_compress47jaguar2_20230131022736
Jaguar;Compress;47;1;17645;1595;19240;false;lab_compress47jaguar_20230130235407
Jaguar;Compress;47;2;17372;1408;18780;false;lab_compress47jaguar_20230130235407
Jaguar;Compress;47;3;18826;1762;20588;false;lab_compress47jaguar_20230130235407
Jaguar;Compress;47;4;17736;1568;19304;false;lab_compress47jaguar_20230130235407
Jaguar;Compress;47;5;19326;1388;20714;false;lab_compress47jaguar_20230130235407
Jaguar;Compress;47;6;17462;1408;18870;false;lab_compress47jaguar_20230130235407
Jaguar;Compress;47;7;18700;1399;20099;false;lab_compress47jaguar_20230130235407
Jaguar;Compress;47;8;17070;1407;18477;false;lab_compress47jaguar_20230130235407
Jaguar;Compress;47;9;18080;1916;19996;false;lab_compress47jaguar_20230130235407
Jaguar;Compress;47;10;16853;1339;18192;false;lab_compress47jaguar_20230130235407
Verify;Compress;47;1;69296;0;69296;true;lab_compress47verify_20230203235252
Verify;Compress;47;2;63544;0;63544;true;lab_compress47verify_20230203235252
Verify;Compress;47;3;63579;0;63579;true;lab_compress47verify_20230203235252
Verify;Compress;47;4;58527;0;58527;true;lab_compress47verify_20230203235252
Verify;Compress;47;5;53404;0;53404;true;lab_compress47verify_20230203235252
Verify;Compress;47;6;52998;0;52998;true;lab_compress47verify_20230203235252
Verify;Compress;47;7;73510;0;73510;true;lab_compress47verify_20230203235252
Verify;Compress;47;8;67234;0;67234;true;lab_compress47verify_20230203235252
Verify;Compress;47;9;64918;0;64918;true;lab_compress47verify_20230203235252
Verify;Compress;47;10;59799;0;59799;true;lab_compress47verify_20230203235252
Verify;Compress;47;1;81097;0;81097;true;lab_compress47verify_20230209215924
Verify;Compress;47;2;72943;0;72943;true;lab_compress47verify_20230209215924
Verify;Compress;47;3;61961;0;61961;true;lab_compress47verify_20230209215924
Verify;Compress;47;4;60842;0;60842;true;lab_compress47verify_20230209215924
Verify;Compress;47;5;66581;0;66581;true;lab_compress47verify_20230209215924
Verify;Compress;47;6;47792;0;47792;true;lab_compress47verify_20230209215924
Verify;Compress;47;7;67704;0;67704;true;lab_compress47verify_20230209215924
Verify;Compress;47;8;62606;0;62606;true;lab_compress47verify_20230209215924
Verify;Compress;47;9;62850;0;62850;true;lab_compress47verify_20230209215924
Verify;Compress;47;10;91594;0;91594;true;lab_compress47verify_20230209215924
Flacoco;Csv;1;1;8825;5108;13933;true;lab_csv1flacoco_20230131004702
Flacoco;Csv;1;2;9752;4766;14518;true;lab_csv1flacoco_20230131004702
Flacoco;Csv;1;3;9438;4309;13747;true;lab_csv1flacoco_20230131004702
Flacoco;Csv;1;4;9123;4290;13413;true;lab_csv1flacoco_20230131004702
Flacoco;Csv;1;5;9703;4594;14297;true;lab_csv1flacoco_20230131004702
Flacoco;Csv;1;6;8862;4035;12897;true;lab_csv1flacoco_20230131004702
Flacoco;Csv;1;7;9248;3952;13200;true;lab_csv1flacoco_20230131004702
Flacoco;Csv;1;8;8848;4024;12872;true;lab_csv1flacoco_20230131004702
Flacoco;Csv;1;9;10538;4118;14656;true;lab_csv1flacoco_20230131004702
Flacoco;Csv;1;10;8572;4022;12594;true;lab_csv1flacoco_20230131004702
GZoltarCLI;Csv;1;1;9210;6337;15547;true;lab_csv1gzoltarcli_20230131013501
GZoltarCLI;Csv;1;2;10550;5503;16053;true;lab_csv1gzoltarcli_20230131013501
GZoltarCLI;Csv;1;3;9683;5187;14870;true;lab_csv1gzoltarcli_20230131013501
GZoltarCLI;Csv;1;4;9533;6014;15547;true;lab_csv1gzoltarcli_20230131013501
GZoltarCLI;Csv;1;5;8386;5633;14019;true;lab_csv1gzoltarcli_20230131013501
GZoltarCLI;Csv;1;6;8931;5607;14538;true;lab_csv1gzoltarcli_20230131013501
GZoltarCLI;Csv;1;7;8741;5658;14399;true;lab_csv1gzoltarcli_20230131013501
GZoltarCLI;Csv;1;8;8486;5906;14392;true;lab_csv1gzoltarcli_20230131013501
GZoltarCLI;Csv;1;9;8866;6219;15085;true;lab_csv1gzoltarcli_20230131013501
GZoltarCLI;Csv;1;10;9491;6269;15760;true;lab_csv1gzoltarcli_20230131013501
GZoltarMaven;Csv;1;1;14540;5328;19868;true;lab_csv1gzoltarmaven_20230131032522
GZoltarMaven;Csv;1;2;15210;5340;20550;true;lab_csv1gzoltarmaven_20230131032522
GZoltarMaven;Csv;1;3;15227;5850;21077;true;lab_csv1gzoltarmaven_20230131032522
GZoltarMaven;Csv;1;4;16479;5727;22206;true;lab_csv1gzoltarmaven_20230131032522
GZoltarMaven;Csv;1;5;16017;5612;21629;true;lab_csv1gzoltarmaven_20230131032522
GZoltarMaven;Csv;1;6;15256;5666;20922;true;lab_csv1gzoltarmaven_20230131032522
GZoltarMaven;Csv;1;7;14306;5126;19432;true;lab_csv1gzoltarmaven_20230131032522
GZoltarMaven;Csv;1;8;15417;5299;20716;true;lab_csv1gzoltarmaven_20230131032522
GZoltarMaven;Csv;1;9;15140;5230;20370;true;lab_csv1gzoltarmaven_20230131032522
GZoltarMaven;Csv;1;10;14162;5654;19816;true;lab_csv1gzoltarmaven_20230131032522
Jaguar2;Csv;1;1;14152;14152;14152;true;lab_csv1jaguar2_20230131023120
Jaguar2;Csv;1;2;17456;17456;17456;true;lab_csv1jaguar2_20230131023120
Jaguar2;Csv;1;3;17094;17094;17094;true;lab_csv1jaguar2_20230131023120
Jaguar2;Csv;1;4;16082;16082;16082;true;lab_csv1jaguar2_20230131023120
Jaguar2;Csv;1;5;15771;15771;15771;true;lab_csv1jaguar2_20230131023120
Jaguar2;Csv;1;6;15997;15997;15997;true;lab_csv1jaguar2_20230131023120
Jaguar2;Csv;1;7;17745;17745;17745;true;lab_csv1jaguar2_20230131023120
Jaguar2;Csv;1;8;17847;17847;17847;true;lab_csv1jaguar2_20230131023120
